Name,Date,Total Concentration,Viable Concentration,Dead Concentration,Total Counted,Dead Counted,Viable Counted,Viability,Average Viable Cell Size,Average Dead Cell Size,Sensitivity,Min Cell Size,Max Cell Size,Circularity Parameters
,2016.11.11 14:41,1.4E6,1.4E6,5.0E4,285,10,275,96%,12.8,6.4,90.0000,8,50,85
,2016.11.11 14:55,1.3E6,1.2E6,6.0E4,257,11,246,96%,13.5,7.1,90.0000,8,50,85
,2016.11.11 14:56,8.4E5,8.0E5,4.0E4,166,8,158,95%,12.5,6.6,90.0000,8,50,85
,2016.11.11 14:57,7.5E5,7.2E5,3.0E4,148,5,143,97%,12.4,5.9,90.0000,8,50,85
,2016.11.11 14:58,1.3E6,1.3E6,4.0E4,259,8,251,97%,13.2,7.3,90.0000,8,50,85
,2016.11.11 14:59,1.7E6,1.7E6,5.0E4,346,9,337,97%,13.0,6.9,90.0000,8,50,85
,2016.11.11 15:01,8.1E5,7.8E5,3.0E4,160,6,154,96%,12.3,6.7,90.0000,8,50,85
,2016.11.11 15:02,1.3E6,1.3E6,3.0E4,268,6,262,98%,12.8,9.1,90.0000,8,50,85
,2016.11.11 16:03,3.8E6,3.6E6,2.1E5,755,42,713,94%,8.0,5.0,90.0000,8,50,85
,2016.11.11 16:04,2.0E6,2.0E6,5.0E4,400,10,390,98%,7.7,4.1,90.0000,8,50,85
,2016.11.11 16:06,5.1E6,4.9E6,1.6E5,1004,31,973,97%,8.0,4.5,90.0000,8,50,85
,2016.11.11 16:07,3.9E6,3.7E6,2.0E5,782,40,742,95%,7.8,4.6,90.0000,8,50,85
,2016.11.14 10:31,3.2E6,3.2E6,2.0E4,631,4,627,99%,9.5,5.7,90.0000,8,50,85
,2016.11.14 10:32,1.8E6,1.8E6,4.0E4,363,8,355,98%,9.3,6.8,90.0000,8,50,85
,2016.11.14 14:28,1.0E6,1.0E6,3.0E4,207,6,201,97%,14.0,15.0,90.0000,8,50,85
,2016.11.14 14:33,1.1E6,1.1E6,5.0E4,224,9,215,96%,14.0,9.8,90.0000,8,50,85
,2016.11.15 15:02,1.3E6,1.2E6,5.0E4,258,10,248,96%,12.3,8.5,90.0000,8,50,85
,2016.11.15 15:09,1.4E6,1.4E6,1.0E4,274,2,272,99%,12.3,4.7,90.0000,8,50,85
,2016.11.15 15:10,1.4E6,1.4E6,5.0E4,287,9,278,97%,13.1,6.6,90.0000,8,50,85
,2016.11.15 15:11,1.7E6,1.7E6,7.0E4,342,14,328,96%,13.2,7.6,90.0000,8,50,85
,2016.11.15 15:12,1.4E6,1.3E6,6.0E4,279,12,267,96%,13.2,7.4,90.0000,8,50,85
,2016.11.15 15:14,2.4E6,2.2E6,1.1E5,468,22,446,95%,12.2,4.1,90.0000,8,50,85
,2016.11.15 15:15,1.3E6,1.2E6,9.0E4,257,17,240,93%,13.2,10.8,90.0000,8,50,85
,2016.11.15 15:16,1.5E6,1.5E6,6.0E4,303,12,291,96%,12.4,5.9,90.0000,8,50,85
,2016.11.15 15:17,1.3E6,1.3E6,5.0E4,261,10,251,96%,12.6,7.2,90.0000,8,50,85
,2016.11.15 15:19,1.3E6,1.2E6,9.0E4,253,17,236,93%,12.5,8.3,90.0000,8,50,85
,2016.11.15 15:20,1.4E6,1.3E6,9.0E4,277,18,259,94%,12.3,8.3,90.0000,8,50,85
,2016.11.15 15:21,2.1E6,2.0E6,1.4E5,425,27,398,94%,13.1,8.7,90.0000,8,50,85
,2016.11.15 15:22,1.4E6,1.4E6,4.0E4,280,8,272,97%,13.0,5.7,90.0000,8,50,85
,2016.11.15 15:23,1.6E6,1.5E6,4.0E4,313,8,305,97%,13.0,6.9,90.0000,8,50,85
,2016.11.15 15:24,1.3E6,1.3E6,6.0E4,264,11,253,96%,13.1,6.5,90.0000,8,50,85
,2016.11.15 15:25,1.2E6,1.2E6,7.0E4,247,14,233,94%,12.8,8.2,90.0000,8,50,85
,2016.11.18 15:56,2.6E6,2.4E6,1.9E5,520,38,482,93%,8.4,5.9,90.0000,8,50,85
,2016.11.18 15:57,5.3E6,5.1E6,1.5E5,1044,30,1014,97%,8.1,5.3,90.0000,8,50,85
,2016.11.18 15:59,2.9E6,2.8E6,1.2E5,573,24,549,96%,7.8,4.2,90.0000,8,50,85
,2016.11.18 16:00,4.0E6,3.9E6,9.0E4,802,18,784,98%,7.9,3.8,90.0000,8,50,85
,2016.11.21 10:37,9.7E5,9.5E5,2.0E4,192,3,189,98%,13.4,7.2,90.0000,8,50,85
,2016.11.21 10:40,1.2E6,1.2E6,3.0E4,235,6,229,97%,13.9,6.4,90.0000,8,50,85
,2016.11.22 13:11,1.8E6,1.7E6,7.0E4,348,14,334,96%,13.3,13.7,90.0000,8,50,85
,2016.11.22 13:13,8.2E5,7.6E5,7.0E4,163,13,150,92%,12.5,8.7,90.0000,8,50,85
,2016.11.22 13:15,5.6E5,5.2E5,4.0E4,111,7,104,94%,12.2,10.7,90.0000,8,50,85
,2016.11.22 13:16,8.8E5,8.7E5,1.0E4,174,2,172,99%,12.5,6.8,90.0000,8,50,85
,2016.11.22 13:18,1.3E6,1.2E6,1.0E5,257,20,237,92%,13.5,16.5,90.0000,8,50,85
,2016.11.22 13:20,1.1E6,1.0E6,7.0E4,212,13,199,94%,12.6,8.9,90.0000,8,50,85
,2016.11.22 13:21,5.5E5,5.1E5,5.0E4,110,9,101,92%,13.3,9.1,90.0000,8,50,85
,2016.11.22 13:22,5.8E5,5.7E5,2.0E4,116,3,113,97%,13.1,10.3,90.0000,8,50,85
,2016.11.22 13:23,2.3E5,2.1E5,2.0E4,45,3,42,93%,12.4,7.7,90.0000,8,50,85
,2016.11.22 13:24,2.7E5,2.6E5,1.0E4,54,2,52,96%,12.2,13.3,90.0000,8,50,85
,2016.11.22 13:25,7.4E5,7.1E5,3.0E4,146,6,140,96%,12.8,9.7,90.0000,8,50,85
,2016.11.22 13:26,5.7E5,5.5E5,2.0E4,113,3,110,97%,12.7,7.3,90.0000,8,50,85
,2016.12.01 11:13,9.0E5,8.8E5,2.0E4,179,4,175,98%,14.1,6.0,90.0000,8,50,85
,2016.12.01 11:19,8.9E5,8.7E5,2.0E4,176,3,173,98%,14.0,4.8,90.0000,8,50,85
,2016.12.01 11:27,8.4E5,8.1E5,3.0E4,166,6,160,96%,13.3,8.2,90.0000,8,50,85
,2016.12.02 16:07,2.9E6,2.7E6,2.1E5,574,41,533,93%,7.3,4.0,90.0000,8,50,85
,2016.12.02 16:09,1.8E6,1.7E6,1.4E5,362,28,334,92%,6.7,3.9,90.0000,8,50,85
,2016.12.02 16:10,4.6E6,4.2E6,3.4E5,910,68,842,93%,7.5,5.0,90.0000,8,50,85
,2016.12.02 16:12,5.3E6,4.9E6,4.2E5,1047,83,964,92%,7.6,4.6,90.0000,8,50,85
,2016.12.06 10:57,1.1E6,1.1E6,5.0E4,226,9,217,96%,12.8,6.2,90.0000,8,50,85
,2016.12.07 11:31,1.3E6,1.2E6,1.0E5,253,20,233,92%,11.9,8.3,90.0000,8,50,85
,2016.12.07 11:32,1.0E6,9.3E5,7.0E4,198,14,184,93%,11.9,7.7,90.0000,8,50,85
,2016.12.07 11:34,1.3E6,1.2E6,7.0E4,249,14,235,94%,12.2,7.5,90.0000,8,50,85
,2016.12.07 11:35,1.0E6,9.5E5,8.0E4,204,15,189,93%,12.0,7.4,90.0000,8,50,85
,2016.12.07 11:40,1.4E6,1.1E6,3.1E5,287,62,225,78%,11.5,6.7,90.0000,8,50,85
,2016.12.07 11:41,8.3E5,7.3E5,1.1E5,165,21,144,87%,10.9,10.7,90.0000,8,50,85
,2016.12.07 11:42,1.1E6,1.0E6,8.0E4,213,15,198,93%,12.1,7.3,90.0000,8,50,85
,2016.12.07 11:48,8.9E5,8.1E5,9.0E4,177,17,160,90%,11.5,9.1,90.0000,8,50,85
,2016.12.07 11:49,4.6E5,3.6E5,1.0E5,91,19,72,79%,11.7,10.3,90.0000,8,50,85
,2016.12.07 11:51,9.2E5,7.5E5,1.7E5,182,33,149,82%,12.4,11.0,90.0000,8,50,85
,2016.12.07 11:52,4.7E5,3.9E5,8.0E4,94,16,78,83%,12.2,8.8,90.0000,8,50,85
,2016.12.07 11:54,4.2E5,3.8E5,4.0E4,83,7,76,92%,12.7,10.4,90.0000,8,50,85
,2016.12.12 10:35,1.7E6,1.5E6,1.2E5,329,23,306,93%,12.5,7.2,90.0000,8,50,85
,2016.12.13 11:36,1.0E6,8.9E5,1.4E5,205,28,177,86%,12.4,6.6,90.0000,8,50,85
,2016.12.13 11:38,6.9E5,6.2E5,8.0E4,138,15,123,89%,13.4,7.1,90.0000,8,50,85
,2016.12.13 11:39,6.7E5,6.0E5,7.0E4,134,14,120,90%,12.8,9.0,90.0000,8,50,85
,2016.12.13 11:44,7.3E5,6.5E5,8.0E4,145,16,129,89%,12.9,9.2,90.0000,8,50,85
,2016.12.13 11:45,6.5E5,5.7E5,8.0E4,130,16,114,88%,12.6,9.3,90.0000,8,50,85
,2016.12.13 11:46,5.5E5,4.1E5,1.4E5,109,28,81,74%,13.0,9.2,90.0000,8,50,85
,2016.12.13 11:47,1.4E6,1.3E6,1.4E5,282,28,254,90%,14.8,11.2,90.0000,8,50,85
,2016.12.13 11:48,5.1E5,4.1E5,1.1E5,102,21,81,79%,12.7,11.0,90.0000,8,50,85
,2016.12.13 11:49,5.3E5,4.7E5,6.0E4,106,12,94,89%,13.6,9.5,90.0000,8,50,85
,2016.12.13 11:50,5.3E5,4.8E5,5.0E4,105,9,96,91%,12.6,6.9,90.0000,8,50,85
,2016.12.15 18:39,1.2E6,1.1E6,9.0E4,241,18,223,93%,11.7,7.3,90.0000,8,50,85
,2016.12.16 15:32,2.8E6,2.6E6,2.2E5,557,43,514,92%,8.3,4.6,90.0000,8,50,85
,2016.12.16 15:33,2.2E6,2.1E6,1.0E5,429,19,410,96%,7.6,4.0,90.0000,8,50,85
,2016.12.19 15:27,1.0E6,9.7E5,3.0E4,199,6,193,97%,11.8,8.4,90.0000,8,50,85
,2017.01.11 10:46,9.9E5,9.2E5,7.0E4,197,14,183,93%,11.6,6.2,90.0000,8,50,85
,2017.01.11 10:52,9.5E5,8.7E5,9.0E4,189,17,172,91%,13.0,6.5,90.0000,8,50,85
,2017.01.11 10:55,1.0E6,9.3E5,1.0E5,204,19,185,91%,12.4,6.5,90.0000,8,50,85
,2017.01.12 10:29,1.1E6,9.8E5,8.0E4,210,15,195,93%,12.2,6.9,90.0000,8,50,85
,2017.01.12 10:30,1.6E6,1.5E6,8.0E4,314,15,299,95%,12.3,8.2,90.0000,8,50,85
,2017.01.12 10:32,1.2E6,1.2E6,4.0E4,237,8,229,97%,12.0,6.0,90.0000,8,50,85
,2017.01.12 10:34,9.4E5,8.8E5,7.0E4,187,13,174,93%,12.3,6.4,90.0000,8,50,85
,2017.01.12 10:36,1.1E6,1.1E6,3.0E4,217,6,211,97%,12.6,5.5,90.0000,8,50,85
,2017.01.12 10:38,1.4E6,1.3E6,1.2E5,284,24,260,92%,13.9,14.8,90.0000,8,50,85
,2017.01.12 10:41,5.0E5,4.5E5,6.0E4,100,11,89,89%,11.9,8.6,90.0000,8,50,85
,2017.01.17 13:05,1.6E6,1.5E6,9.0E4,320,18,302,94%,13.1,7.9,90.0000,8,50,85
,2017.01.17 13:06,1.6E6,1.5E6,1.4E5,327,27,300,92%,12.6,6.5,90.0000,8,50,85
,2017.01.17 14:02,1.5E6,1.4E6,9.0E4,300,17,283,94%,12.5,8.7,90.0000,8,50,85
,2017.01.19 10:40,1.6E6,1.5E6,8.0E4,313,16,297,95%,12.2,8.4,90.0000,8,50,85
,2017.01.20 10:48,8.9E5,8.4E5,6.0E4,177,11,166,94%,12.0,7.8,90.0000,8,50,85
,2017.01.20 10:49,1.0E6,9.1E5,9.0E4,199,18,181,91%,12.6,7.8,90.0000,8,50,85
,2017.01.20 10:50,1.2E6,1.1E6,1.0E5,237,20,217,92%,12.4,10.3,90.0000,8,50,85
,2017.01.20 10:52,6.9E5,6.0E5,9.0E4,137,18,119,87%,12.6,8.6,90.0000,8,50,85
,2017.01.20 10:55,1.2E6,1.1E6,2.0E4,230,4,226,98%,14.2,8.4,90.0000,8,50,85
,2017.01.20 10:56,1.0E6,9.9E5,1.0E4,198,2,196,99%,14.3,7.1,90.0000,8,50,85
,2017.01.20 10:58,9.5E5,9.4E5,1.0E4,188,1,187,99%,14.4,5.1,90.0000,8,50,85
,2017.01.20 11:00,9.0E5,8.6E5,4.0E4,178,8,170,96%,15.1,11.4,90.0000,8,50,85
,2017.01.20 17:05,2.7E5,2.7E5,1.0E4,54,1,53,98%,5.5,3.9,90.0000,8,50,85
,2017.01.20 17:06,9.0E4,9.0E4,0.0E4,18,0,18,100%,4.9,3.9,90.0000,8,50,85
,2017.01.20 17:08,1.9E5,1.8E5,1.0E4,37,2,35,95%,5.2,4.1,90.0000,8,50,85
,2017.01.20 17:09,2.8E5,2.8E5,0.0E4,55,0,55,100%,5.1,4.0,90.0000,8,50,85
,2017.01.20 17:30,1.6E5,1.1E5,5.0E4,32,10,22,69%,5.5,4.0,90.0000,8,50,85
,2017.01.20 17:32,2.3E5,1.9E5,4.0E4,45,7,38,84%,5.4,3.9,90.0000,8,50,85
,2017.01.20 17:33,2.0E4,2.0E4,1.0E4,4,1,3,75%,4.6,3.6,90.0000,8,50,85
,2017.01.20 17:35,1.5E5,1.4E5,1.0E4,29,2,27,93%,31.0,7.0,90.0000,8,50,85
,2017.01.20 17:37,1.0E5,2.0E4,8.0E4,19,15,4,21%,5.3,4.5,90.0000,8,50,85
,2017.01.21 14:11,4.6E5,1.1E5,3.6E5,92,71,21,23%,20.5,10.1,90.0000,8,50,85
,2017.01.21 14:13,4.3E5,3.7E5,7.0E4,86,13,73,85%,16.0,8.2,90.0000,8,50,85
,2017.01.24 16:04,4.6E5,4.4E5,2.0E4,92,4,88,96%,15.6,7.4,90.0000,8,50,85
,2017.01.25 13:18,1.6E6,1.5E6,6.0E4,319,12,307,96%,13.4,8.7,90.0000,8,50,85
,2017.01.26 10:29,1.1E6,9.6E5,1.0E5,209,19,190,91%,12.3,11.4,90.0000,8,50,85
,2017.01.26 16:34,1.0E6,9.7E5,3.0E4,199,6,193,97%,13.7,11.8,90.0000,8,50,85
,2017.01.26 16:36,8.8E5,8.3E5,5.0E4,174,10,164,94%,12.9,11.3,90.0000,8,50,85
,2017.01.26 16:37,1.0E6,9.7E5,5.0E4,202,9,193,96%,13.0,6.4,90.0000,8,50,85
,2017.01.26 16:38,7.2E5,6.4E5,8.0E4,143,15,128,90%,13.9,11.6,90.0000,8,50,85
,2017.01.26 16:42,1.2E6,1.2E6,2.0E4,240,4,236,98%,12.9,6.3,90.0000,8,50,85
,2017.01.26 16:43,7.6E5,7.3E5,3.0E4,150,6,144,96%,13.2,8.9,90.0000,8,50,85
,2017.01.26 16:44,1.1E6,1.0E6,6.0E4,215,11,204,95%,13.0,7.7,90.0000,8,50,85
,2017.01.26 16:45,6.9E5,5.9E5,1.0E5,138,20,118,86%,13.3,9.5,90.0000,8,50,85
,2017.01.27 19:26,6.9E5,6.7E5,2.0E4,137,3,134,98%,17.4,5.5,90.0000,8,50,85
,2017.01.28 17:15,5.2E5,5.2E5,1.0E4,104,1,103,99%,22.0,5.6,90.0000,8,50,85
,2017.01.30 11:21,1.3E6,1.1E6,1.3E5,251,25,226,90%,11.8,9.4,90.0000,8,50,85
,2017.01.31 17:41,5.5E5,5.5E5,1.0E4,110,1,109,99%,16.3,7.0,90.0000,8,50,85
,2017.02.01 14:50,1.1E6,1.0E6,9.0E4,217,17,200,92%,15.2,8.5,90.0000,8,50,85
,2017.02.01 16:27,9.4E5,9.3E5,2.0E4,187,3,184,98%,18.8,5.9,90.0000,8,50,85
,2017.02.02 11:47,1.0E6,9.8E5,5.0E4,204,9,195,96%,14.2,6.8,90.0000,8,50,85
,2017.02.03 18:28,6.3E5,6.1E5,2.0E4,126,4,122,97%,17.3,7.4,90.0000,8,50,85
,2017.02.03 18:31,7.0E5,6.8E5,2.0E4,139,4,135,97%,17.1,6.5,90.0000,8,50,85
,2017.02.09 11:25,2.0E6,1.9E6,1.0E5,400,20,380,95%,11.9,14.2,90.0000,8,50,85
,2017.02.13 13:22,1.3E6,1.1E6,2.5E5,262,49,213,81%,11.4,8.8,90.0000,8,50,85
,2017.02.13 13:25,1.4E6,1.1E6,2.5E5,269,49,220,82%,11.4,7.4,90.0000,8,50,85
,2017.02.13 13:41,1.4E6,1.1E6,2.4E5,270,47,223,83%,11.5,8.2,90.0000,8,50,85
,2017.02.14 13:55,1.4E6,1.1E6,3.8E5,284,75,209,74%,11.8,6.9,90.0000,8,50,85
,2017.02.14 13:56,1.3E6,9.1E5,4.3E5,266,86,180,68%,11.8,6.8,90.0000,8,50,85
,2017.02.14 13:59,1.1E6,8.6E5,2.9E5,227,57,170,75%,11.3,7.5,90.0000,8,50,85
,2017.02.14 14:01,1.2E6,8.8E5,3.3E5,239,65,174,73%,11.5,7.5,90.0000,8,50,85
,2017.02.14 14:02,1.3E6,9.4E5,3.7E5,260,73,187,72%,12.0,7.5,90.0000,8,50,85
,2017.02.14 14:04,1.4E6,1.1E6,3.6E5,284,71,213,75%,12.1,8.0,90.0000,8,50,85
,2017.02.14 14:06,1.5E6,1.2E6,3.2E5,306,64,242,79%,11.5,7.9,90.0000,8,50,85
,2017.02.14 14:07,1.7E6,1.3E6,4.0E5,335,79,256,76%,11.9,7.7,90.0000,8,50,85
,2017.02.17 14:15,5.3E5,4.5E5,8.0E4,105,16,89,85%,10.8,9.2,90.0000,8,50,85
,2017.02.17 14:19,5.3E6,5.1E6,1.4E5,1049,28,1021,97%,10.7,7.6,90.0000,8,50,85
,2017.02.20 17:02,1.4E6,1.2E6,2.0E5,284,39,245,86%,12.4,13.0,90.0000,8,50,85
,2017.02.22 10:28,9.9E6,9.6E6,2.8E5,1969,56,1913,97%,11.7,6.5,90.0000,8,50,85
,2017.02.22 11:12,5.4E6,5.2E6,1.9E5,1080,38,1042,96%,13.5,7.9,90.0000,8,50,85
,2017.02.27 16:29,1.1E6,9.9E5,1.1E5,218,21,197,90%,12.3,9.0,90.0000,8,50,85
,2017.02.28 11:17,1.2E6,1.1E6,7.0E4,233,14,219,94%,12.0,8.8,90.0000,8,50,85
,2017.03.06 12:20,1.1E6,9.7E5,1.4E5,221,28,193,87%,11.8,7.8,90.0000,8,50,85
,2017.03.08 16:45,1.1E6,1.1E6,6.0E4,226,12,214,95%,12.2,7.6,90.0000,8,50,85
,2017.03.16 09:30,1.4E6,1.2E6,2.1E5,273,42,231,85%,11.2,7.8,90.0000,8,50,85
,2017.03.17 15:52,2.0E4,2.0E4,0.0E4,3,0,3,100%,15.7,6.3,90.0000,8,50,85
,2017.03.17 15:53,7.1E5,3.8E5,3.3E5,141,66,75,53%,11.5,7.0,90.0000,8,50,85
,2017.03.20 09:36,1.5E6,1.2E6,3.4E5,299,68,231,77%,11.1,7.5,90.0000,8,50,85
,2017.03.21 13:48,1.5E5,1.3E5,2.0E4,29,3,26,90%,17.7,11.7,90.0000,8,50,85
,2017.03.21 13:49,8.5E5,7.5E5,1.0E5,169,20,149,88%,12.0,7.8,90.0000,8,50,85
,2017.03.21 13:51,5.7E5,4.6E5,1.1E5,113,22,91,81%,13.3,12.7,90.0000,8,50,85
,2017.03.21 13:52,1.4E6,1.2E6,2.2E5,281,44,237,84%,15.0,14.6,90.0000,8,50,85
,2017.03.27 09:48,1.6E6,1.5E6,1.3E5,316,26,290,92%,13.2,8.2,90.0000,8,50,85
SaSave data count :733:
